CellID,CenterLatitude,CenterLongitude,CenterX_m,CenterY_m
Cell_172,36.773478527535,127.343342742664,986020.009031845,1863940.50881217
Cell_173,36.7735625438089,127.567459228626,1006020.00903184,1863940.50881217
Cell_174,36.7732243690114,127.791574309676,1026020.00903184,1863940.50881217
Cell_175,36.7724640252461,128.015683318552,1046020.00903184,1863940.50881217
Cell_176,36.7712815622074,128.239781588783,1066020.00903184,1863940.50881217
Cell_177,36.7696770571718,128.463864455298,1086020.00903184,1863940.50881217
Cell_178,36.7676506149832,128.687927255034,1106020.00903184,1863940.50881217
Cell_179,36.765202368034,128.911965327541,1126020.00903184,1863940.50881217
Cell_180,36.7623324762403,129.135974015589,1146020.00903184,1863940.50881217
Cell_181,36.7590411270132,129.359948665776,1166020.00903184,1863940.50881217
Cell_182,36.9259773952878,126.55707601167,916020.009031845,1881261.01688786
Cell_183,36.9286935495659,127.006172353781,956020.009031845,1881261.01688786
Cell_184,36.929414892758,127.230738393971,976020.009031845,1881261.01688786
Cell_185,36.9297116743406,127.455310075268,996020.009031845,1881261.01688786
Cell_186,36.9295838748606,127.679882692855,1016020.00903184,1881261.01688786
Cell_187,36.929031502695,127.904451541794,1036020.00903184,1881261.01688786
Cell_188,36.9280545940489,128.12901191764,1056020.00903184,1881261.01688786
Cell_189,36.9266532129492,128.353559117059,1076020.00903184,1881261.01688786
Cell_190,36.9248274512326,128.578088438448,1096020.00903184,1881261.01688786
Cell_191,36.9225774285287,128.802595182545,1116020.00903184,1881261.01688786
Cell_192,36.9199032922376,129.027074653049,1136020.00903184,1881261.01688786
Cell_193,36.9168052175034,129.251522157234,1156020.00903184,1881261.01688786
Cell_194,37.0842992416983,126.892652090235,946020.009031845,1898581.52496355
Cell_195,37.085238124497,127.117673235109,966020.009031845,1898581.52496355
Cell_196,37.085750067285,127.342702437768,986020.009031845,1898581.52496355
Cell_197,37.0858350364112,127.567734955723,1006020.00903184,1898581.52496355
Cell_198,37.0854930262904,127.792766046045,1026020.00903184,1898581.52496355
Cell_199,37.0847240594037,128.017790965997,1046020.00903184,1898581.52496355
Cell_200,37.0835281862954,128.242804973654,1066020.00903184,1898581.52496355
Cell_201,37.0819054855625,128.467803328533,1086020.00903184,1898581.52496355
Cell_202,37.0798560638409,128.692781292217,1106020.00903184,1898581.52496355
Cell_203,37.0773800557853,128.917734128979,1126020.00903184,1898581.52496355
Cell_204,37.0744776240443,129.142657106406,1146020.00903184,1898581.52496355
Cell_205,37.0711489592303,129.367545496024,1166020.00903184,1898581.52496355
Cell_206,37.2397875699073,126.778664006452,936020.009031845,1915902.03303924
