CellID,CenterLatitude,CenterLongitude,CenterX_m,CenterY_m
Cell_268,36.5390654441844,127.232098128326,976020.009031845,1837959.74669864
Cell_269,36.5393241541386,127.399676083249,991020.009031845,1837959.74669864
Cell_270,36.5393473878403,127.567255203009,1006020.00903184,1837959.74669864
Cell_271,36.5391351444387,127.734833541883,1021020.00903184,1837959.74669864
Cell_272,36.5386874317046,127.902409154209,1036020.00903184,1837959.74669864
Cell_273,36.5380042660292,128.069980094522,1051020.00903184,1837959.74669864
Cell_274,36.5370856724224,128.237544417694,1066020.00903184,1837959.74669864
Cell_275,36.5359316845103,128.40510017908,1081020.00903184,1837959.74669864
Cell_276,36.5345423445321,128.572645434656,1096020.00903184,1837959.74669864
Cell_277,36.5329177033352,128.74017824116,1111020.00903184,1837959.74669864
Cell_278,36.5310578203703,128.907696656236,1126020.00903184,1837959.74669864
Cell_279,36.528962763685,129.075198738568,1141020.00903184,1837959.74669864
Cell_280,36.5266326099173,129.242682548029,1156020.00903184,1837959.74669864
Cell_281,36.5240674442874,129.410146145814,1171020.00903184,1837959.74669864
Cell_282,36.6534015951033,126.644320543611,923520.009031845,1850950.1277554
Cell_283,36.6544889453779,126.812132428729,938520.009031845,1850950.1277554
Cell_284,36.6553398892414,126.979952334781,953520.009031845,1850950.1277554
Cell_285,36.6559543954778,127.147778305335,968520.009031845,1850950.1277554
Cell_286,36.6563324415431,127.315608383517,983520.009031845,1850950.1277554
Cell_287,36.6564740135676,127.483440612155,998520.009031845,1850950.1277554
Cell_288,36.6563791063569,127.651273033918,1013520.00903184,1850950.1277554
Cell_289,36.6560477233934,127.819103691462,1028520.00903184,1850950.1277554
Cell_290,36.6554798768347,127.986930627571,1043520.00903184,1850950.1277554
Cell_291,36.6546755875135,128.154751885301,1058520.00903184,1850950.1277554
Cell_292,36.6536348849346,128.322565508124,1073520.00903184,1850950.1277554
Cell_293,36.6523578072723,128.490369540065,1088520.00903184,1850950.1277554
Cell_294,36.6508444013664,128.658162025853,1103520.00903184,1850950.1277554
Cell_295,36.6490947227173,128.825941011057,1118520.00903184,1850950.1277554
Cell_296,36.6471088354803,128.99370454223,1133520.00903184,1850950.1277554
Cell_297,36.644886812459,129.161450667052,1148520.00903184,1850950.1277554
Cell_298,36.6424287350977,129.329177434471,1163520.00903184,1850950.1277554
Cell_299,36.7667267379241,126.222902572114,886020.009031845,1863940.50881217
Cell_300,36.7684120378974,126.390940472223,901020.009031845,1863940.50881217
Cell_301,36.7698600441478,126.558991358878,916020.009031845,1863940.50881217
Cell_302,36.7710707034594,126.727053265665,931020.009031845,1863940.50881217
Cell_303,36.772043971333,126.895124225362,946020.009031845,1863940.50881217
Cell_304,36.7727798119919,127.063202270084,961020.009031845,1863940.50881217
Cell_305,36.7732781983845,127.231285431427,976020.009031845,1863940.50881217
Cell_306,36.7735391121877,127.399371740611,991020.009031845,1863940.50881217
Cell_307,36.7735625438089,127.567459228626,1006020.00903184,1863940.50881217
Cell_308,36.7733484923865,127.735545926373,1021020.00903184,1863940.50881217
Cell_309,36.7728969657904,127.903629864816,1036020.00903184,1863940.50881217
Cell_310,36.772207980621,128.071709075115,1051020.00903184,1863940.50881217
Cell_311,36.7712815622074,128.239781588783,1066020.00903184,1863940.50881217
Cell_312,36.7701177446053,128.407845437819,1081020.00903184,1863940.50881217
Cell_313,36.7687165705926,128.57589865486,1096020.00903184,1863940.50881217
Cell_314,36.7670780916657,128.743939273321,1111020.00903184,1863940.50881217
Cell_315,36.765202368034,128.911965327541,1126020.00903184,1863940.50881217
Cell_316,36.7630894686134,129.079974852924,1141020.00903184,1863940.50881217
Cell_317,36.7607394710197,129.247965886087,1156020.00903184,1863940.50881217
